Entity,Code,Year,Solar (% equivalent primary energy)
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,0
Chile,CHL,2008,0
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0.00022369338
Chile,CHL,2013,0.004364806
Chile,CHL,2014,0.30048275
Chile,CHL,2015,0.8649482
Chile,CHL,2016,1.5364845
Chile,CHL,2017,2.3112252
Chile,CHL,2018,2.8931642
Chile,CHL,2019,3.4458067
Chile,CHL,2020,4.4446054
Chile,CHL,2021,5.9992795
China,CHN,1965,0
China,CHN,1966,0
China,CHN,1967,0
China,CHN,1968,0
China,CHN,1969,0
China,CHN,1970,0
China,CHN,1971,0
China,CHN,1972,0
China,CHN,1973,0
China,CHN,1974,0
China,CHN,1975,0
China,CHN,1976,0
China,CHN,1977,0
China,CHN,1978,0
China,CHN,1979,0
China,CHN,1980,0
China,CHN,1981,0
China,CHN,1982,0
China,CHN,1983,0
China,CHN,1984,0
China,CHN,1985,0
China,CHN,1986,0
China,CHN,1987,0
China,CHN,1988,0
China,CHN,1989,0
China,CHN,1990,0.00007453365
China,CHN,1991,0.00007096357
China,CHN,1992,0.00010099618
China,CHN,1993,0.00012511939
China,CHN,1994,0.00014705995
China,CHN,1995,0.00019989497
China,CHN,1996,0.00024397188
China,CHN,1997,0.00029620752
China,CHN,1998,0.00037632405
China,CHN,1999,0.0004414947
China,CHN,2000,0.0005512908
China,CHN,2001,0.0007303202
China,CHN,2002,0.0010316577
China,CHN,2003,0.0011733418
China,CHN,2004,0.0011832295
China,CHN,2005,0.0011438854
China,CHN,2006,0.001172809
China,CHN,2007,0.0012868581
China,CHN,2008,0.0016416038
China,CHN,2009,0.0028689185
China,CHN,2010,0.006696733
China,CHN,2011,0.022978827
China,CHN,2012,0.030214002
China,CHN,2013,0.067426264
China,CHN,2014,0.18284759
China,CHN,2015,0.30133498
China,CHN,2016,0.49642125
China,CHN,2017,0.84473693
China,CHN,2018,1.2131844
China,CHN,2019,1.4769387
China,CHN,2020,1.672719
China,CHN,2021,1.9539526
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,0
Colombia,COL,1991,0
Colombia,COL,1992,0
Colombia,COL,1993,0
Colombia,COL,1994,0
Colombia,COL,1995,0
Colombia,COL,1996,0
Colombia,COL,1997,0
Colombia,COL,1998,0
Colombia,COL,1999,0
Colombia,COL,2000,0.0017268311
Colombia,COL,2001,0.0025363106
Colombia,COL,2002,0.004408642
Colombia,COL,2003,0.0058253147
Colombia,COL,2004,0.007052876
Colombia,COL,2005,0.008377651
Colombia,COL,2006,0
Colombia,COL,2007,0
Colombia,COL,2008,0
Colombia,COL,2009,0
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,0
Colombia,COL,2013,0
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0.0026094727
Colombia,COL,2018,0.006106545
Colombia,COL,2019,0.0649473
Colombia,COL,2020,0.10406679
Colombia,COL,2021,0.15540227
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0.00004329448
Croatia,HRV,2010,0.00004233518
Croatia,HRV,2011,0.000048230708
Croatia,HRV,2012,0.0062471954
Croatia,HRV,2013,0.032039724
Croatia,HRV,2014,0.098756656
Croatia,HRV,2015,0.16863999
Croatia,HRV,2016,0.1865094
Croatia,HRV,2017,0.22097076
Croatia,HRV,2018,0.2018787
Croatia,HRV,2019,0.2286211
Croatia,HRV,2020,0.27447444
Croatia,HRV,2021,0.25612158
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.003691445
Cyprus,CYP,2005,0.0046279384
Cyprus,CYP,2006,0.008314299
Cyprus,CYP,2007,0.013973603
Cyprus,CYP,2008,0.02347399
Cyprus,CYP,2009,0.031901516
Cyprus,CYP,2010,0.05701388
Cyprus,CYP,2011,0.0981579
Cyprus,CYP,2012,0.190864
Cyprus,CYP,2013,0.4529764
Cyprus,CYP,2014,0.8004432
Cyprus,CYP,2015,1.1687349
Cyprus,CYP,2016,1.2309911
Cyprus,CYP,2017,1.4044658
Cyprus,CYP,2018,1.563451
Cyprus,CYP,2019,1.7706491
Cyprus,CYP,2020,2.7451065
Cyprus,CYP,2021,4.1613703
Czechia,CZE,1965,0
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0
Czechia,CZE,1984,0
Czechia,CZE,1985,0
Czechia,CZE,1986,0
Czechia,CZE,1987,0
Czechia,CZE,1988,0
Czechia,CZE,1989,0
Czechia,CZE,1990,0
Czechia,CZE,1991,0
Czechia,CZE,1992,0
Czechia,CZE,1993,0
Czechia,CZE,1994,0
Czechia,CZE,1995,0
Czechia,CZE,1996,0
Czechia,CZE,1997,0
Czechia,CZE,1998,0
Czechia,CZE,1999,0
Czechia,CZE,2000,0
Czechia,CZE,2001,0
Czechia,CZE,2002,0
Czechia,CZE,2003,0
Czechia,CZE,2004,0.000054775934
Czechia,CZE,2005,0.00003749231
Czechia,CZE,2006,0.00009129176
Czechia,CZE,2007,0.00094952894
Czechia,CZE,2008,0.007077609
Czechia,CZE,2009,0.05032167
Czechia,CZE,2010,0.33273748
Czechia,CZE,2011,1.1632699
Czechia,CZE,2012,1.1922786
Czechia,CZE,2013,1.1504252
Czechia,CZE,2014,1.1983652
Czechia,CZE,2015,1.2951562
Czechia,CZE,2016,1.2286695
Czechia,CZE,2017,1.2023597
Czechia,CZE,2018,1.2791325
Czechia,CZE,2019,1.2609344
Czechia,CZE,2020,1.3265824
Czechia,CZE,2021,1.2075986
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,0
Denmark,DNK,1976,0
Denmark,DNK,1977,0
Denmark,DNK,1978,0
Denmark,DNK,1979,0
Denmark,DNK,1980,0
Denmark,DNK,1981,0
Denmark,DNK,1982,0
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0.00016481409
Denmark,DNK,1997,0.00035910713
Denmark,DNK,1998,0.0004664461
Denmark,DNK,1999,0.0010578296
Denmark,DNK,2000,0.0015032829
Denmark,DNK,2001,0.0014871553
Denmark,DNK,2002,0.0015839129
Denmark,DNK,2003,0.0017304479
Denmark,DNK,2004,0.0021955378
Denmark,DNK,2005,0.002654629
Denmark,DNK,2006,0.0024550948
Denmark,DNK,2007,0.0028949417
Denmark,DNK,2008,0.0031377298
Denmark,DNK,2009,0.0047426005
Denmark,DNK,2010,0.007354345
Denmark,DNK,2011,0.01897498
Denmark,DNK,2012,0.13966602
Denmark,DNK,2013,0.6622653
Denmark,DNK,2014,0.78205
Denmark,DNK,2015,0.8163053
Denmark,DNK,2016,0.98979145
Denmark,DNK,2017,0.9881272
Denmark,DNK,2018,1.2642307
Denmark,DNK,2019,1.2981805
Denmark,DNK,2020,1.7794024
Denmark,DNK,2021,1.7925481
Eastern Africa (BP),,1971,0
Eastern Africa (BP),,1972,0
Eastern Africa (BP),,1973,0
Eastern Africa (BP),,1974,0
Eastern Africa (BP),,1975,0
Eastern Africa (BP),,1976,0
Eastern Africa (BP),,1977,0
Eastern Africa (BP),,1978,0
Eastern Africa (BP),,1979,0
Eastern Africa (BP),,1980,0
Eastern Africa (BP),,1981,0
Eastern Africa (BP),,1982,0
Eastern Africa (BP),,1983,0
Eastern Africa (BP),,1984,0
Eastern Africa (BP),,1985,0
Eastern Africa (BP),,1986,0
Eastern Africa (BP),,1987,0
Eastern Africa (BP),,1988,0
Eastern Africa (BP),,1989,0
Eastern Africa (BP),,1990,0
Eastern Africa (BP),,1991,0
Eastern Africa (BP),,1992,0
Eastern Africa (BP),,1993,0
Eastern Africa (BP),,1994,0
Eastern Africa (BP),,1995,0
Eastern Africa (BP),,1996,0
Eastern Africa (BP),,1997,0
Eastern Africa (BP),,1998,0
Eastern Africa (BP),,1999,0
Eastern Africa (BP),,2000,0
Eastern Africa (BP),,2001,0.0001608052
Eastern Africa (BP),,2002,0.00031288038
Eastern Africa (BP),,2003,0.00030717874
Eastern Africa (BP),,2004,0.0005721774
Eastern Africa (BP),,2005,0.0010900795
Eastern Africa (BP),,2006,0.004036757
Eastern Africa (BP),,2007,0.0072973054
Eastern Africa (BP),,2008,0.0138086965
Eastern Africa (BP),,2009,0.022799423
Eastern Africa (BP),,2010,0.06064632
Eastern Africa (BP),,2011,0.10576045
Eastern Africa (BP),,2012,0.14314196
Eastern Africa (BP),,2013,0.1635785
Eastern Africa (BP),,2014,0.19447306
Eastern Africa (BP),,2015,0.21288824
Eastern Africa (BP),,2016,0.24608041
Eastern Africa (BP),,2017,0.26360363
Eastern Africa (BP),,2018,0.29677477
Eastern Africa (BP),,2019,0.4253612
Eastern Africa (BP),,2020,0.50665605
Eastern Africa (BP),,2021,0.54550385
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0.000029451741
Ecuador,ECU,2006,0.00003306731
Ecuador,ECU,2007,0.000038277773
Ecuador,ECU,2008,0.000052343195
Ecuador,ECU,2009,0.00001573619
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0.000097347904
Ecuador,ECU,2012,0.0005126482
Ecuador,ECU,2013,0.005555272
Ecuador,ECU,2014,0.023680836
Ecuador,ECU,2015,0.051637884
Ecuador,ECU,2016,0.05536069
Ecuador,ECU,2017,0.051265407
Ecuador,ECU,2018,0.048932124
Ecuador,ECU,2019,0.20764291
Ecuador,ECU,2020,0.054384667
Ecuador,ECU,2021,0.045565866
Egypt,EGY,1965,0
Egypt,EGY,1966,0
Egypt,EGY,1967,0
Egypt,EGY,1968,0
Egypt,EGY,1969,0
Egypt,EGY,1970,0
Egypt,EGY,1971,0
Egypt,EGY,1972,0
Egypt,EGY,1973,0
Egypt,EGY,1974,0
Egypt,EGY,1975,0
Egypt,EGY,1976,0
Egypt,EGY,1977,0
Egypt,EGY,1978,0
Egypt,EGY,1979,0
Egypt,EGY,1980,0
Egypt,EGY,1981,0
Egypt,EGY,1982,0
Egypt,EGY,1983,0
Egypt,EGY,1984,0
Egypt,EGY,1985,0
Egypt,EGY,1986,0
Egypt,EGY,1987,0
Egypt,EGY,1988,0
Egypt,EGY,1989,0
Egypt,EGY,1990,0
Egypt,EGY,1991,0
Egypt,EGY,1992,0
Egypt,EGY,1993,0
Egypt,EGY,1994,0
Egypt,EGY,1995,0
Egypt,EGY,1996,0
Egypt,EGY,1997,0
Egypt,EGY,1998,0
Egypt,EGY,1999,0
Egypt,EGY,2000,0.00010406893
Egypt,EGY,2001,0.00044570753
Egypt,EGY,2002,0.00047795105
Egypt,EGY,2003,0.00044720224
Egypt,EGY,2004,0.00042355733
Egypt,EGY,2005,0.00040907113
Egypt,EGY,2006,0.00038462703
Egypt,EGY,2007,0.00043193705
Egypt,EGY,2008,0.0005075774
Egypt,EGY,2009,0.00071243965
Egypt,EGY,2010,0.007814077
Egypt,EGY,2011,0.07192159
Egypt,EGY,2012,0.14176217
Egypt,EGY,2013,0.0071607507
Egypt,EGY,2014,0.039549865
Egypt,EGY,2015,0.011639636
Egypt,EGY,2016,0.060978286
Egypt,EGY,2017,0.15044034
Egypt,EGY,2018,0.13714299
Egypt,EGY,2019,0.37487203
Egypt,EGY,2020,0.7572938
Egypt,EGY,2021,0.70233655
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0.00047780722
Estonia,EST,2010,0.00037936436
Estonia,EST,2011,0.00075760984
Estonia,EST,2012,0.0011189323
Estonia,EST,2013,0.004918743
Estonia,EST,2014,0.011339687
Estonia,EST,2015,0.023223964
Estonia,EST,2016,0.03673149
Estonia,EST,2017,0.049281567
Estonia,EST,2018,0.104953036
Estonia,EST,2019,0.30970055
Estonia,EST,2020,0.5676773
Estonia,EST,2021,1.0014476
Europe,,1965,0
Europe,,1966,0
Europe,,1967,0
Europe,,1968,0
Europe,,1969,0
Europe,,1970,0
Europe,,1971,0
Europe,,1972,0
Europe,,1973,0
Europe,,1974,0
Europe,,1975,0
Europe,,1976,0
Europe,,1977,0
Europe,,1978,0
Europe,,1979,0
Europe,,1980,0
Europe,,1981,0
Europe,,1982,0
Europe,,1983,0
Europe,,1984,0.000008696461
Europe,,1985,0.0000089800915
Europe,,1986,0.000008824325
Europe,,1987,0
Europe,,1988,0.000008531459
Europe,,1989,0.0000766208
Europe,,1990,0.000105149426
Europe,,1991,0.00013208334
Europe,,1992,0.00022203257
Europe,,1993,0.0002968546
Europe,,1994,0.00033150532
Europe,,1995,0.00042944844
Europe,,1996,0.0004545311
Europe,,1997,0.0005502649
Europe,,1998,0.00064499275
Europe,,1999,0.00077199785
Europe,,2000,0.0007085559
Europe,,2001,0.0018098505
Europe,,2002,0.0029321471
Europe,,2003,0.004264848
Europe,,2004,0.0067059756
Europe,,2005,0.013374304
Europe,,2006,0.022259371
Europe,,2007,0.033653818
Europe,,2008,0.06563884
Europe,,2009,0.13081966
Europe,,2010,0.20552294
Europe,,2011,0.41456795
Europe,,2012,0.63411975
Europe,,2013,0.76367885
Europe,,2014,0.88159406
Europe,,2015,0.97730625
Europe,,2016,0.98907536
Europe,,2017,1.0545881
Europe,,2018,1.1074033
Europe,,2019,1.2356877
Europe,,2020,1.5394292
Europe,,2021,1.6169661
Europe (BP),,1965,0
Europe (BP),,1966,0
Europe (BP),,1967,0
Europe (BP),,1968,0
Europe (BP),,1969,0
Europe (BP),,1970,0
Europe (BP),,1971,0
Europe (BP),,1972,0
Europe (BP),,1973,0
Europe (BP),,1974,0
Europe (BP),,1975,0
Europe (BP),,1976,0
Europe (BP),,1977,0
Europe (BP),,1978,0
Europe (BP),,1979,0
Europe (BP),,1980,0
Europe (BP),,1981,0
Europe (BP),,1982,0
Europe (BP),,1983,0
Europe (BP),,1984,0.000015049657
Europe (BP),,1985,0.000012589097
Europe (BP),,1986,0.000012382704
Europe (BP),,1987,0
Europe (BP),,1988,0.000012002931
Europe (BP),,1989,0.00010802405
Europe (BP),,1990,0.0001469075
Europe (BP),,1991,0.00018441281
Europe (BP),,1992,0.0003085798
Europe (BP),,1993,0.0004050603
Europe (BP),,1994,0.0004431029
Europe (BP),,1995,0.0005612746
Europe (BP),,1996,0.00058423675
Europe (BP),,1997,0.0006976254
Europe (BP),,1998,0.0008151832
Europe (BP),,1999,0.000980334
Europe (BP),,2000,0.00089994416
Europe (BP),,2001,0.002306449
Europe (BP),,2002,0.0037289436
Europe (BP),,2003,0.0054201027
Europe (BP),,2004,0.008504125
Europe (BP),,2005,0.016923849
Europe (BP),,2006,0.02832576
Europe (BP),,2007,0.042860772
Europe (BP),,2008,0.08377951
Europe (BP),,2009,0.16689743
Europe (BP),,2010,0.26225072
Europe (BP),,2011,0.5345698
Europe (BP),,2012,0.8171075
Europe (BP),,2013,0.9821548
Europe (BP),,2014,1.1411792
Europe (BP),,2015,1.2497712
Europe (BP),,2016,1.2731457
Europe (BP),,2017,1.3717372
Europe (BP),,2018,1.5070231
Europe (BP),,2019,1.6836865
Europe (BP),,2020,2.1040275
Europe (BP),,2021,2.2359927
European Union (27),,1965,0
European Union (27),,1966,0
European Union (27),,1967,0
European Union (27),,1968,0
European Union (27),,1969,0
European Union (27),,1970,0
European Union (27),,1971,0
European Union (27),,1972,0
European Union (27),,1973,0
European Union (27),,1974,0
European Union (27),,1975,0
European Union (27),,1976,0
European Union (27),,1977,0
European Union (27),,1978,0
European Union (27),,1979,0
European Union (27),,1980,0
European Union (27),,1981,0
European Union (27),,1982,0
European Union (27),,1983,0
European Union (27),,1984,0
European Union (27),,1985,0
European Union (27),,1986,0
European Union (27),,1987,0
European Union (27),,1988,0
European Union (27),,1989,0.00015301534
European Union (27),,1990,0.00019443294
European Union (27),,1991,0.00022927049
European Union (27),,1992,0.0003824404
European Union (27),,1993,0.0004951807
European Union (27),,1994,0.0005199387
European Union (27),,1995,0.0006638137
European Union (27),,1996,0.00067675964
European Union (27),,1997,0.0008310644
European Union (27),,1998,0.00097356335
European Union (27),,1999,0.0011454853
European Union (27),,2000,0.00093932357
European Union (27),,2001,0.0027806382
European Union (27),,2002,0.0046597053
European Union (27),,2003,0.006880034
European Union (27),,2004,0.011040944
European Union (27),,2005,0.022410532
European Union (27),,2006,0.037815973
European Union (27),,2007,0.05761818
European Union (27),,2008,0.113065556
European Union (27),,2009,0.2259583
European Union (27),,2010,0.35450464
European Union (27),,2011,0.7252448
European Union (27),,2012,1.0971391
European Union (27),,2013,1.305545
European Union (27),,2014,1.4824036
European Union (27),,2015,1.5639524
European Union (27),,2016,1.5403895
European Union (27),,2017,1.6215254
European Union (27),,2018,1.7072058
European Union (27),,2019,1.8936597
European Union (27),,2020,2.373856
European Union (27),,2021,2.517032
Finland,FIN,1965,0
Finland,FIN,1966,0
Finland,FIN,1967,0
Finland,FIN,1968,0
Finland,FIN,1969,0
Finland,FIN,1970,0
Finland,FIN,1971,0
Finland,FIN,1972,0
Finland,FIN,1973,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,0
Finland,FIN,1978,0
Finland,FIN,1979,0
Finland,FIN,1980,0
Finland,FIN,1981,0
Finland,FIN,1982,0
Finland,FIN,1983,0
Finland,FIN,1984,0
Finland,FIN,1985,0
Finland,FIN,1986,0
Finland,FIN,1987,0
Finland,FIN,1988,0
Finland,FIN,1989,0
Finland,FIN,1990,0.00045769507
Finland,FIN,1991,0.00044729796
Finland,FIN,1992,0.00053902186
Finland,FIN,1993,0.0006231158
Finland,FIN,1994,0.0006788011
Finland,FIN,1995,0.0007121578
Finland,FIN,1996,0.00084636174
Finland,FIN,1997,0.0010100659
Finland,FIN,1998,0.0010516156
Finland,FIN,1999,0.0011576175
Finland,FIN,2000,0.0013138434
Finland,FIN,2001,0.0013616949
Finland,FIN,2002,0.001505225
Finland,FIN,2003,0.0015392341
Finland,FIN,2004,0.001757471
Finland,FIN,2005,0.0020822042
Finland,FIN,2006,0.002518475
Finland,FIN,2007,0.0028090572
Finland,FIN,2008,0.002973153
Finland,FIN,2009,0.0035080996
Finland,FIN,2010,0.0035113317
Finland,FIN,2011,0.0041713854
Finland,FIN,2012,0.004590202
Finland,FIN,2013,0.005179502
Finland,FIN,2014,0.0065603396
Finland,FIN,2015,0.009088003
Finland,FIN,2016,0.017786404
Finland,FIN,2017,0.040181402
Finland,FIN,2018,0.07195746
Finland,FIN,2019,0.11956185
Finland,FIN,2020,0.18522577
Finland,FIN,2021,0.25046134
France,FRA,1965,0
France,FRA,1966,0
France,FRA,1967,0
France,FRA,1968,0
France,FRA,1969,0
France,FRA,1970,0
France,FRA,1971,0
France,FRA,1972,0
France,FRA,1973,0
France,FRA,1974,0
France,FRA,1975,0
France,FRA,1976,0
France,FRA,1977,0
France,FRA,1978,0
France,FRA,1979,0
France,FRA,1980,0
France,FRA,1981,0
France,FRA,1982,0
France,FRA,1983,0
France,FRA,1984,0
France,FRA,1985,0
France,FRA,1986,0
France,FRA,1987,0
France,FRA,1988,0
France,FRA,1989,0
France,FRA,1990,0
France,FRA,1991,0
France,FRA,1992,0.00015444885
France,FRA,1993,0.00017450257
France,FRA,1994,0.00019741362
France,FRA,1995,0.00020922704
France,FRA,1996,0.00026215962
France,FRA,1997,0.0003421084
France,FRA,1998,0.00040078338
France,FRA,1999,0.00043818555
France,FRA,2000,0.0004970359
France,FRA,2001,0.00057579303
France,FRA,2002,0.0006656439
France,FRA,2003,0.0007162672
France,FRA,2004,0.0007673786
France,FRA,2005,0.00095381454
France,FRA,2006,0.0010833412
France,FRA,2007,0.001656621
France,FRA,2008,0.0038295197
France,FRA,2009,0.016698845
France,FRA,2010,0.057405315
France,FRA,2011,0.19895405
France,FRA,2012,0.38194263
France,FRA,2013,0.44287318
France,FRA,2014,0.57381254
France,FRA,2015,0.696522
France,FRA,2016,0.79168034
France,FRA,2017,0.8839415
France,FRA,2018,0.98691845
France,FRA,2019,1.1333872
France,FRA,2020,1.3797481
France,FRA,2021,1.4627429
Germany,DEU,1965,0
Germany,DEU,1966,0
Germany,DEU,1967,0
Germany,DEU,1968,0
Germany,DEU,1969,0
Germany,DEU,1970,0
Germany,DEU,1971,0
Germany,DEU,1972,0
Germany,DEU,1973,0
Germany,DEU,1974,0
Germany,DEU,1975,0
Germany,DEU,1976,0
Germany,DEU,1977,0
Germany,DEU,1978,0
Germany,DEU,1979,0
Germany,DEU,1980,0
Germany,DEU,1981,0
Germany,DEU,1982,0
Germany,DEU,1983,0
Germany,DEU,1984,0
Germany,DEU,1985,0
Germany,DEU,1986,0
Germany,DEU,1987,0
Germany,DEU,1988,0
Germany,DEU,1989,0
Germany,DEU,1990,0.00007022886
Germany,DEU,1991,0.000071979994
Germany,DEU,1992,0.00014757218
Germany,DEU,1993,0.00022199804
Germany,DEU,1994,0.000299262
Germany,DEU,1995,0.00037178717
Germany,DEU,1996,0.00043231042
Germany,DEU,1997,0.0008025029
Germany,DEU,1998,0.0011034524
Germany,DEU,1999,0.0014174826
Germany,DEU,2000,0
Germany,DEU,2001,0.0072309473
Germany,DEU,2002,0.014551527
Germany,DEU,2003,0.022634221
Germany,DEU,2004,0.040028
Germany,DEU,2005,0.09451661
Germany,DEU,2006,0.15864678
Germany,DEU,2007,0.22782634
Germany,DEU,2008,0.32195252
Germany,DEU,2009,0.50791293
Germany,DEU,2010,0.8630869
Germany,DEU,2011,1.4862412
Germany,DEU,2012,1.9492818
Germany,DEU,2013,2.1572857
Germany,DEU,2014,2.5248044
Germany,DEU,2015,2.6492674
Germany,DEU,2016,2.5560908
Germany,DEU,2017,2.5921555
Germany,DEU,2018,3.0315113
Germany,DEU,2019,3.1660612
Germany,DEU,2020,3.7217796
Germany,DEU,2021,3.65126
Greece,GRC,1965,0
Greece,GRC,1966,0
Greece,GRC,1967,0
Greece,GRC,1968,0
Greece,GRC,1969,0
Greece,GRC,1970,0
Greece,GRC,1971,0
Greece,GRC,1972,0
Greece,GRC,1973,0
Greece,GRC,1974,0
Greece,GRC,1975,0
Greece,GRC,1976,0
Greece,GRC,1977,0
Greece,GRC,1978,0
Greece,GRC,1979,0
Greece,GRC,1980,0
Greece,GRC,1981,0
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0.00072543265
Greece,GRC,2005,0.0007159847
Greece,GRC,2006,0.0006888663
Greece,GRC,2007,0.00067565206
Greece,GRC,2008,0.003452779
Greece,GRC,2009,0.035559833
Greece,GRC,2010,0.11717769
Greece,GRC,2011,0.45955828
Greece,GRC,2012,1.3477639
Greece,GRC,2013,3.0671642
