Entity,Code,Year,Wind Capacity
Netherlands,NLD,1999,0.433
Netherlands,NLD,2000,0.447
Netherlands,NLD,2001,0.486
Netherlands,NLD,2002,0.672
Netherlands,NLD,2003,0.905
Netherlands,NLD,2004,1.075
Netherlands,NLD,2005,1.224
Netherlands,NLD,2006,1.561
Netherlands,NLD,2007,1.749
Netherlands,NLD,2008,2.149
Netherlands,NLD,2009,2.222
Netherlands,NLD,2010,2.237
Netherlands,NLD,2011,2.316
Netherlands,NLD,2012,2.433
Netherlands,NLD,2013,2.713
Netherlands,NLD,2014,2.865
Netherlands,NLD,2015,3.391
Netherlands,NLD,2016,4.257
Netherlands,NLD,2017,4.202
Netherlands,NLD,2018,4.393
Netherlands,NLD,2019,4.484158000000001
Netherlands,NLD,2020,6.61875
Netherlands,NLD,2021,7.801
New Zealand,NZL,1997,0.0040750000000000005
New Zealand,NZL,1998,0.0040750000000000005
New Zealand,NZL,1999,0.035755
New Zealand,NZL,2000,0.036000000000000004
New Zealand,NZL,2001,0.036000000000000004
New Zealand,NZL,2002,0.054
New Zealand,NZL,2003,0.07200000000000001
New Zealand,NZL,2004,0.166
New Zealand,NZL,2005,0.168
New Zealand,NZL,2006,0.169
New Zealand,NZL,2007,0.32
New Zealand,NZL,2008,0.322
New Zealand,NZL,2009,0.496
New Zealand,NZL,2010,0.524
New Zealand,NZL,2011,0.623
New Zealand,NZL,2012,0.623
New Zealand,NZL,2013,0.623
New Zealand,NZL,2014,0.682
New Zealand,NZL,2015,0.6890000000000001
New Zealand,NZL,2016,0.6890000000000001
New Zealand,NZL,2017,0.6890000000000001
New Zealand,NZL,2018,0.6890000000000001
New Zealand,NZL,2019,0.6890000000000001
New Zealand,NZL,2020,0.784
New Zealand,NZL,2021,0.917
North America,,1997,1.6620000000000001
North America,,1998,2.253
North America,,1999,2.608
North America,,2000,2.5285
North America,,2001,4.0743
North America,,2002,4.6583000000000006
North America,,2003,6.408600000000001
North America,,2004,6.9866
North America,,2005,9.4696
North America,,2006,12.9216
North America,,2007,18.522000000000002
North America,,2008,27.154
North America,,2009,38.1185
North America,,2010,43.7365
North America,,2011,51.670300000000005
North America,,2012,67.2346
North America,,2013,70.03960000000001
North America,,2014,76.68812
North America,,2015,87.330125
North America,,2016,97.67510000000001
North America,,2017,104.42419000000001
North America,,2018,112.61541000000001
North America,,2019,123.92638000000001
North America,,2020,139.25662
North America,,2021,155.1262
North America (BP),,1997,1.639
North America (BP),,1998,2.226
North America (BP),,1999,2.573
North America (BP),,2000,2.486
North America (BP),,2001,4.0120000000000005
North America (BP),,2002,4.596
North America (BP),,2003,6.34
North America (BP),,2004,6.918
North America (BP),,2005,9.401
North America (BP),,2006,12.853
North America (BP),,2007,18.456
North America (BP),,2008,27.0886
North America (BP),,2009,38.0036
North America (BP),,2010,43.6216
North America (BP),,2011,51.5426
North America (BP),,2012,67.09160000000001
North America (BP),,2013,69.8966
North America (BP),,2014,76.49502000000001
North America (BP),,2015,87.05802
North America (BP),,2016,97.31
North America (BP),,2017,104.046375
North America (BP),,2018,112.20769
North America (BP),,2019,123.51550999999999
North America (BP),,2020,138.86314000000002
North America (BP),,2021,154.73273
Norway,NOR,1997,0.005
Norway,NOR,1998,0.008
Norway,NOR,1999,0.013000000000000001
Norway,NOR,2000,0.013000000000000001
Norway,NOR,2001,0.013000000000000001
Norway,NOR,2002,0.097
Norway,NOR,2003,0.097
Norway,NOR,2004,0.152
Norway,NOR,2005,0.265
Norway,NOR,2006,0.28400000000000003
Norway,NOR,2007,0.34800000000000003
Norway,NOR,2008,0.395
Norway,NOR,2009,0.423
Norway,NOR,2010,0.425
Norway,NOR,2011,0.512
Norway,NOR,2012,0.705
Norway,NOR,2013,0.8180000000000001
Norway,NOR,2014,0.859
Norway,NOR,2015,0.867
Norway,NOR,2016,0.883
Norway,NOR,2017,1.207
Norway,NOR,2018,1.71
Norway,NOR,2019,2.914
Norway,NOR,2020,4.03
Norway,NOR,2021,4.65
Oceania,,1997,0.008074999999999999
Oceania,,1998,0.014074999999999999
Oceania,,1999,0.045755000000000004
Oceania,,2000,0.069
Oceania,,2001,0.112
Oceania,,2002,0.16
Oceania,,2003,0.262
Oceania,,2004,0.545
Oceania,,2005,0.908
Oceania,,2006,0.988
Oceania,,2007,1.569
Oceania,,2008,1.7630000000000001
Oceania,,2009,2.199
Oceania,,2010,2.388
Oceania,,2011,2.75
Oceania,,2012,3.184
Oceania,,2013,3.844
Oceania,,2014,4.479
Oceania,,2015,4.87
Oceania,,2016,5.013
Oceania,,2017,5.501
Oceania,,2018,6.131
Oceania,,2019,6.968
Oceania,,2020,9.387
Oceania,,2021,9.867600000000001
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0
Pakistan,PAK,2008,0.006
Pakistan,PAK,2009,0.006
Pakistan,PAK,2010,0.006
Pakistan,PAK,2011,0.006
Pakistan,PAK,2012,0.056155000000000004
Pakistan,PAK,2013,0.10605500000000001
Pakistan,PAK,2014,0.20555500000000002
Pakistan,PAK,2015,0.30835500000000005
Pakistan,PAK,2016,0.5906549999999999
Pakistan,PAK,2017,0.7891549999999999
Pakistan,PAK,2018,1.185855
Pakistan,PAK,2019,1.2358550000000001
Pakistan,PAK,2020,1.2358550000000001
Pakistan,PAK,2021,1.335155
Philippines,PHL,1997,0
Philippines,PHL,1998,0
Philippines,PHL,1999,0
Philippines,PHL,2000,0
Philippines,PHL,2001,0
Philippines,PHL,2002,0
Philippines,PHL,2003,0
Philippines,PHL,2004,0
Philippines,PHL,2005,0.033
Philippines,PHL,2006,0.033
Philippines,PHL,2007,0.033
Philippines,PHL,2008,0.033
Philippines,PHL,2009,0.033
Philippines,PHL,2010,0.033
Philippines,PHL,2011,0.033
Philippines,PHL,2012,0.033
Philippines,PHL,2013,0.033
Philippines,PHL,2014,0.3369
Philippines,PHL,2015,0.4269
Philippines,PHL,2016,0.4269
Philippines,PHL,2017,0.4269
Philippines,PHL,2018,0.4269
Philippines,PHL,2019,0.44289999999999996
Philippines,PHL,2020,0.44289999999999996
Philippines,PHL,2021,0.44289999999999996
Poland,POL,1997,0.002
Poland,POL,1998,0.002
Poland,POL,1999,0.002
Poland,POL,2000,0.004
Poland,POL,2001,0.019
Poland,POL,2002,0.032
Poland,POL,2003,0.035
Poland,POL,2004,0.04
Poland,POL,2005,0.121
Poland,POL,2006,0.17200000000000001
Poland,POL,2007,0.306
Poland,POL,2008,0.526
Poland,POL,2009,0.709
Poland,POL,2010,1.108
Poland,POL,2011,1.8
Poland,POL,2012,2.564
Poland,POL,2013,3.4290000000000003
Poland,POL,2014,3.8360000000000003
Poland,POL,2015,4.886
Poland,POL,2016,5.747
Poland,POL,2017,5.7593570000000005
Poland,POL,2018,5.766078
Poland,POL,2019,5.836823000000001
Poland,POL,2020,6.29825
Poland,POL,2021,6.9582500000000005
Portugal,PRT,1997,0.039
Portugal,PRT,1998,0.051000000000000004
Portugal,PRT,1999,0.061
Portugal,PRT,2000,0.083
Portugal,PRT,2001,0.125
Portugal,PRT,2002,0.19
Portugal,PRT,2003,0.268
Portugal,PRT,2004,0.553
Portugal,PRT,2005,1.064
Portugal,PRT,2006,1.681
Portugal,PRT,2007,2.201
Portugal,PRT,2008,2.857
Portugal,PRT,2009,3.326
Portugal,PRT,2010,3.7960000000000003
Portugal,PRT,2011,4.256215
Portugal,PRT,2012,4.4115519999999995
Portugal,PRT,2013,4.609948999999999
Portugal,PRT,2014,4.856555999999999
Portugal,PRT,2015,4.936838
Portugal,PRT,2016,5.124103
Portugal,PRT,2017,5.124104999999999
Portugal,PRT,2018,5.172359
Portugal,PRT,2019,5.222745
Portugal,PRT,2020,5.122259000000001
Portugal,PRT,2021,5.248259
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0.001
Romania,ROU,2006,0.001
Romania,ROU,2007,0.003
Romania,ROU,2008,0.005
Romania,ROU,2009,0.015
Romania,ROU,2010,0.389
Romania,ROU,2011,0.988
Romania,ROU,2012,1.822
Romania,ROU,2013,2.773
Romania,ROU,2014,3.244
Romania,ROU,2015,3.13
Romania,ROU,2016,3.025
Romania,ROU,2017,3.029798
Romania,ROU,2018,3.0322579999999997
Romania,ROU,2019,3.037515
Romania,ROU,2020,3.012527
Romania,ROU,2021,3.012527
Russia,RUS,2000,0.003
Russia,RUS,2001,0.003
Russia,RUS,2002,0.007
Russia,RUS,2003,0.009000000000000001
Russia,RUS,2004,0.009000000000000001
Russia,RUS,2005,0.01
Russia,RUS,2006,0.01
Russia,RUS,2007,0.01
Russia,RUS,2008,0.01
Russia,RUS,2009,0.01
Russia,RUS,2010,0.01
Russia,RUS,2011,0.01
Russia,RUS,2012,0.01
Russia,RUS,2013,0.01
Russia,RUS,2014,0.01
Russia,RUS,2015,0.0109
Russia,RUS,2016,0.0109
Russia,RUS,2017,0.0109
Russia,RUS,2018,0.0519
Russia,RUS,2019,0.1019
Russia,RUS,2020,0.9453
Russia,RUS,2021,1.955
South Africa,ZAF,1997,0
South Africa,ZAF,1998,0
South Africa,ZAF,1999,0
South Africa,ZAF,2000,0
South Africa,ZAF,2001,0
South Africa,ZAF,2002,0.00316
South Africa,ZAF,2003,0.00316
South Africa,ZAF,2004,0.00316
South Africa,ZAF,2005,0.00316
South Africa,ZAF,2006,0.00316
South Africa,ZAF,2007,0.00316
South Africa,ZAF,2008,0.00836
South Africa,ZAF,2009,0.00836
South Africa,ZAF,2010,0.01016
South Africa,ZAF,2011,0.01016
South Africa,ZAF,2012,0.01016
South Africa,ZAF,2013,0.257
South Africa,ZAF,2014,0.5690000000000001
South Africa,ZAF,2015,1.079
South Africa,ZAF,2016,1.473
South Africa,ZAF,2017,2.094
South Africa,ZAF,2018,2.094
South Africa,ZAF,2019,2.094
South Africa,ZAF,2020,2.516
South Africa,ZAF,2021,2.9555000000000002
South America,,1997,0.013000000000000001
South America,,1998,0.033
South America,,1999,0.036000000000000004
South America,,2000,0.036262
South America,,2001,0.050979000000000003
South America,,2002,0.049948
South America,,2003,0.051879
South America,,2004,0.053979
South America,,2005,0.058979000000000004
South America,,2006,0.26697899999999997
South America,,2007,0.294979
South America,,2008,0.46042901999999997
South America,,2009,0.82342896
South America,,2010,1.1584290000000002
South America,,2011,1.713184
South America,,2012,2.285584
South America,,2013,2.752416
South America,,2014,6.3205083
South America,,2015,9.586976
South America,,2016,12.567054
South America,,2017,15.346671
South America,,2018,18.628092000000002
South America,,2019,20.181668000000002
South America,,2020,23.485080000000004
South America,,2021,29.104256000000003
South Korea,KOR,1997,0.001
South Korea,KOR,1998,0.001
South Korea,KOR,1999,0.005
South Korea,KOR,2000,0.007
South Korea,KOR,2001,0.011
South Korea,KOR,2002,0.013000000000000001
South Korea,KOR,2003,0.019
South Korea,KOR,2004,0.029
South Korea,KOR,2005,0.099
South Korea,KOR,2006,0.178
South Korea,KOR,2007,0.196
South Korea,KOR,2008,0.304
South Korea,KOR,2009,0.35100000000000003
South Korea,KOR,2010,0.382
South Korea,KOR,2011,0.425
South Korea,KOR,2012,0.464
South Korea,KOR,2013,0.5760000000000001
South Korea,KOR,2014,0.612
South Korea,KOR,2015,0.847
South Korea,KOR,2016,1.067
South Korea,KOR,2017,1.215
South Korea,KOR,2018,1.42
South Korea,KOR,2019,1.494
South Korea,KOR,2020,1.635802
South Korea,KOR,2021,1.708043
South and Central America (BP),,1997,0.042
South and Central America (BP),,1998,0.066
South and Central America (BP),,1999,0.078
South and Central America (BP),,2000,0.09050799999999999
South and Central America (BP),,2001,0.134025
South and Central America (BP),,2002,0.13629400000000003
South and Central America (BP),,2003,0.152625
South and Central America (BP),,2004,0.196525
South and Central America (BP),,2005,0.193225
South and Central America (BP),,2006,0.41154500000000005
South and Central America (BP),,2007,0.452835
South and Central America (BP),,2008,0.619555
South and Central America (BP),,2009,1.101955
South and Central America (BP),,2010,1.484175
South and Central America (BP),,2011,2.19168
South and Central America (BP),,2012,3.0676799999999997
South and Central America (BP),,2013,3.685812
South and Central America (BP),,2014,7.5253239999999995
South and Central America (BP),,2015,11.244941
South and Central America (BP),,2016,14.491529
South and Central America (BP),,2017,17.326365000000003
South and Central America (BP),,2018,20.849562000000002
South and Central America (BP),,2019,22.638688
South and Central America (BP),,2020,26.003164
South and Central America (BP),,2021,31.755342000000002
Spain,ESP,1997,0.512
Spain,ESP,1998,0.723
Spain,ESP,1999,1.408
Spain,ESP,2000,2.206
Spain,ESP,2001,3.3970000000000002
Spain,ESP,2002,4.891
Spain,ESP,2003,5.945
Spain,ESP,2004,8.317
Spain,ESP,2005,9.918000000000001
Spain,ESP,2006,11.722
Spain,ESP,2007,14.82
Spain,ESP,2008,16.555
Spain,ESP,2009,19.176000000000002
Spain,ESP,2010,20.693
Spain,ESP,2011,21.529
Spain,ESP,2012,22.789
Spain,ESP,2013,22.958000000000002
Spain,ESP,2014,22.925
Spain,ESP,2015,22.943
Spain,ESP,2016,22.990000000000002
Spain,ESP,2017,23.124479
Spain,ESP,2018,23.405055
Spain,ESP,2019,25.590076
Spain,ESP,2020,26.81919
Spain,ESP,2021,27.49719
Sweden,SWE,1997,0.122
Sweden,SWE,1998,0.176
Sweden,SWE,1999,0.22
Sweden,SWE,2000,0.209
Sweden,SWE,2001,0.295
Sweden,SWE,2002,0.357
Sweden,SWE,2003,0.417
Sweden,SWE,2004,0.47500000000000003
Sweden,SWE,2005,0.522
Sweden,SWE,2006,0.585
Sweden,SWE,2007,0.8230000000000001
Sweden,SWE,2008,1.089
Sweden,SWE,2009,1.475
Sweden,SWE,2010,2.017
Sweden,SWE,2011,2.7640000000000002
Sweden,SWE,2012,3.606
Sweden,SWE,2013,4.194
Sweden,SWE,2014,5.088
Sweden,SWE,2015,5.819
Sweden,SWE,2016,6.4350000000000005
Sweden,SWE,2017,6.611
Sweden,SWE,2018,7.3
Sweden,SWE,2019,8.681000000000001
Sweden,SWE,2020,9.976
Sweden,SWE,2021,12.08
Taiwan,TWN,1997,0.001
Taiwan,TWN,1998,0.001
Taiwan,TWN,1999,0.001
Taiwan,TWN,2000,0.0026000000000000003
Taiwan,TWN,2001,0.005
Taiwan,TWN,2002,0.008539999999999999
Taiwan,TWN,2003,0.008539999999999999
Taiwan,TWN,2004,0.008539999999999999
Taiwan,TWN,2005,0.023940000000000003
Taiwan,TWN,2006,0.10199
Taiwan,TWN,2007,0.18599000000000002
Taiwan,TWN,2008,0.25039
Taiwan,TWN,2009,0.37429
Taiwan,TWN,2010,0.47589
Taiwan,TWN,2011,0.5226900000000001
Taiwan,TWN,2012,0.57099
Taiwan,TWN,2013,0.61419
Taiwan,TWN,2014,0.63719
Taiwan,TWN,2015,0.6466900000000001
Taiwan,TWN,2016,0.6820900000000001
Taiwan,TWN,2017,0.69239
Taiwan,TWN,2018,0.713151
Taiwan,TWN,2019,0.845159
Taiwan,TWN,2020,0.937115
Taiwan,TWN,2021,1.033368
Thailand,THA,1997,0
Thailand,THA,1998,0
Thailand,THA,1999,0
Thailand,THA,2000,0
Thailand,THA,2001,0
Thailand,THA,2002,0
Thailand,THA,2003,0
Thailand,THA,2004,0
Thailand,THA,2005,0
Thailand,THA,2006,0.00034
Thailand,THA,2007,0.00094
Thailand,THA,2008,0.00108
Thailand,THA,2009,0.0050999999999999995
Thailand,THA,2010,0.0056
Thailand,THA,2011,0.0073
Thailand,THA,2012,0.11170000000000001
Thailand,THA,2013,0.22269999999999998
Thailand,THA,2014,0.2245
Thailand,THA,2015,0.2339
Thailand,THA,2016,0.50704
Thailand,THA,2017,0.62782
Thailand,THA,2018,1.10282
Thailand,THA,2019,1.50682
Thailand,THA,2020,1.50682
Thailand,THA,2021,1.50682
Tunisia,TUN,1997,0
Tunisia,TUN,1998,0.002
Tunisia,TUN,1999,0.008
Tunisia,TUN,2000,0.01065
Tunisia,TUN,2001,0.01065
Tunisia,TUN,2002,0.01065
Tunisia,TUN,2003,0.019370000000000002
Tunisia,TUN,2004,0.019370000000000002
Tunisia,TUN,2005,0.019370000000000002
Tunisia,TUN,2006,0.019370000000000002
Tunisia,TUN,2007,0.019370000000000002
Tunisia,TUN,2008,0.019370000000000002
Tunisia,TUN,2009,0.05369
Tunisia,TUN,2010,0.05369
Tunisia,TUN,2011,0.05369
Tunisia,TUN,2012,0.17300000000000001
Tunisia,TUN,2013,0.2
Tunisia,TUN,2014,0.233
Tunisia,TUN,2015,0.24
Tunisia,TUN,2016,0.24
Tunisia,TUN,2017,0.24
Tunisia,TUN,2018,0.245
Tunisia,TUN,2019,0.245
Tunisia,TUN,2020,0.245
Tunisia,TUN,2021,0.245
Turkey,TUR,1997,0.009000000000000001
Turkey,TUR,1998,0.009000000000000001
Turkey,TUR,1999,0.009000000000000001
Turkey,TUR,2000,0.019
Turkey,TUR,2001,0.019
Turkey,TUR,2002,0.019
Turkey,TUR,2003,0.019
Turkey,TUR,2004,0.019
Turkey,TUR,2005,0.021
Turkey,TUR,2006,0.059000000000000004
Turkey,TUR,2007,0.146
Turkey,TUR,2008,0.364
Turkey,TUR,2009,0.792
Turkey,TUR,2010,1.32
Turkey,TUR,2011,1.729
Turkey,TUR,2012,2.261
Turkey,TUR,2013,2.7600000000000002
Turkey,TUR,2014,3.63
Turkey,TUR,2015,4.503
Turkey,TUR,2016,5.751
Turkey,TUR,2017,6.51615
Turkey,TUR,2018,7.005386000000001
Turkey,TUR,2019,7.591156
Turkey,TUR,2020,8.832356
Turkey,TUR,2021,10.606956
Ukraine,UKR,2000,0.005
Ukraine,UKR,2001,0.03623
Ukraine,UKR,2002,0.04623
Ukraine,UKR,2003,0.0544
Ukraine,UKR,2004,0.0714
Ukraine,UKR,2005,0.0766
Ukraine,UKR,2006,0.0766
Ukraine,UKR,2007,0.082
Ukraine,UKR,2008,0.083
Ukraine,UKR,2009,0.08600000000000001
Ukraine,UKR,2010,0.088
Ukraine,UKR,2011,0.146
Ukraine,UKR,2012,0.248
Ukraine,UKR,2013,0.362
Ukraine,UKR,2014,0.5139
Ukraine,UKR,2015,0.5139
Ukraine,UKR,2016,0.526
Ukraine,UKR,2017,0.553
Ukraine,UKR,2018,0.62077
Ukraine,UKR,2019,1.25777
Ukraine,UKR,2020,1.4020000000000001
Ukraine,UKR,2021,1.7610000000000001
United Kingdom,GBR,1997,0.328
United Kingdom,GBR,1998,0.338
United Kingdom,GBR,1999,0.362
United Kingdom,GBR,2000,0.41200000000000003
United Kingdom,GBR,2001,0.493
United Kingdom,GBR,2002,0.534
United Kingdom,GBR,2003,0.742
United Kingdom,GBR,2004,0.933
United Kingdom,GBR,2005,1.565
United Kingdom,GBR,2006,1.955
United Kingdom,GBR,2007,2.477
United Kingdom,GBR,2008,3.446
United Kingdom,GBR,2009,4.422
United Kingdom,GBR,2010,5.421232
United Kingdom,GBR,2011,6.596285
United Kingdom,GBR,2012,9.03042
United Kingdom,GBR,2013,11.282272
United Kingdom,GBR,2014,13.073953
United Kingdom,GBR,2015,14.305634
United Kingdom,GBR,2016,16.125935
United Kingdom,GBR,2017,19.584998
United Kingdom,GBR,2018,21.767220000000002
United Kingdom,GBR,2019,24.095380000000002
United Kingdom,GBR,2020,24.484990000000003
United Kingdom,GBR,2021,27.129990000000003
United States,USA,1997,1.611
United States,USA,1998,2.141
United States,USA,1999,2.445
United States,USA,2000,2.3770000000000002
United States,USA,2001,3.864
United States,USA,2002,4.417
United States,USA,2003,5.995
United States,USA,2004,6.456
United States,USA,2005,8.706
United States,USA,2006,11.329
United States,USA,2007,16.515
United States,USA,2008,24.651
United States,USA,2009,34.296
United States,USA,2010,39.135
United States,USA,2011,45.676
United States,USA,2012,59.075
United States,USA,2013,59.973
United States,USA,2014,64.23201999999999
United States,USA,2015,72.57302
United States,USA,2016,81.286
United States,USA,2017,87.59700000000001
United States,USA,2018,94.516
United States,USA,2019,104.0522
United States,USA,2020,118.7317
United States,USA,2021,132.73760000000001
Upper-middle-income countries,,1997,0.193
Upper-middle-income countries,,1998,0.271
Upper-middle-income countries,,1999,0.34400000000000003
Upper-middle-income countries,,2000,0.46001200000000003
Upper-middle-income countries,,2001,0.534529
Upper-middle-income countries,,2002,0.607658
Upper-middle-income countries,,2003,0.715889
Upper-middle-income countries,,2004,0.93498895
Upper-middle-income countries,,2005,1.247989
Upper-middle-income countries,,2006,2.606329
Upper-middle-income countries,,2007,4.836329
Upper-middle-income countries,,2008,9.484396
Upper-middle-income countries,,2009,19.934596000000003
Upper-middle-income countries,,2010,33.446965
Upper-middle-income countries,,2011,51.856339999999996
Upper-middle-income countries,,2012,70.47971000000001
Upper-middle-income countries,,2013,88.095234
Upper-middle-income countries,,2014,113.062375
Upper-middle-income countries,,2015,152.18525
Upper-middle-income countries,,2016,174.91392000000002
Upper-middle-income countries,,2017,194.65816
Upper-middle-income countries,,2018,219.8074
Upper-middle-income countries,,2019,248.49834
Upper-middle-income countries,,2020,326.86665999999997
Upper-middle-income countries,,2021,382.875
Uruguay,URY,1997,0
Uruguay,URY,1998,0
Uruguay,URY,1999,0
Uruguay,URY,2000,0.00015
Uruguay,URY,2001,0.00015
Uruguay,URY,2002,0.00015
Uruguay,URY,2003,0.00015
Uruguay,URY,2004,0.00015
Uruguay,URY,2005,0.00015
Uruguay,URY,2006,0.00015
Uruguay,URY,2007,0.00015
Uruguay,URY,2008,0.0146
Uruguay,URY,2009,0.030600000000000002
Uruguay,URY,2010,0.040600000000000004
Uruguay,URY,2011,0.043605
Uruguay,URY,2012,0.052605
Uruguay,URY,2013,0.059417000000000005
Uruguay,URY,2014,0.481268
Uruguay,URY,2015,0.856756
Uruguay,URY,2016,1.2114559999999999
Uruguay,URY,2017,1.510656
Uruguay,URY,2018,1.510656
Uruguay,URY,2019,1.513856
Uruguay,URY,2020,1.513856
Uruguay,URY,2021,1.513856
World,OWID_WRL,1995,4.7780000000000005
World,OWID_WRL,1996,6.07
World,OWID_WRL,1997,7.623075
World,OWID_WRL,1998,9.936174999999999
World,OWID_WRL,1999,13.426555
World,OWID_WRL,2000,16.932482
World,OWID_WRL,2001,23.968965
World,OWID_WRL,2002,30.733412
World,OWID_WRL,2003,38.670547
World,OWID_WRL,2004,47.68539
World,OWID_WRL,2005,58.408125
World,OWID_WRL,2006,73.16167
World,OWID_WRL,2007,91.55306
World,OWID_WRL,2008,115.56528999999999
World,OWID_WRL,2009,150.12058
World,OWID_WRL,2010,180.85153
World,OWID_WRL,2011,220.1219
World,OWID_WRL,2012,266.91825
World,OWID_WRL,2013,299.83962
World,OWID_WRL,2014,349.30678000000006
World,OWID_WRL,2015,416.17006
World,OWID_WRL,2016,466.86603
World,OWID_WRL,2017,514.2148
World,OWID_WRL,2018,563.4657
World,OWID_WRL,2019,621.2700600000001
World,OWID_WRL,2020,731.7632
World,OWID_WRL,2021,824.8740600000001
